,class,number_of_exclamation_mark,number_of_question_mark,number_of_full_stop_mark,number_of_hateful_words,number_of_neutral_words,number_of_interjections,number_of_all_caps_words,number_of_quotation_marks,number_of_words,number_of_laughing_expressions,hate_speech_unigrams,hate_speech_bigrams,hate_speech_trigrams,unigrams,bigrams,trigrams,pattern_count,patterns,sentiment,topic
134,0,0,0,1,1,0,0,0,0,18,0,2,0,0,"[('fag',), ('wonder',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.1027,1
135,1,0,0,0,0,1,0,0,0,9,0,1,0,0,"[('kid',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",-0.5267,0
136,1,0,0,3,1,2,0,1,0,15,0,2,0,0,"[('start',), ('rt',)]",[],[],4,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN')}",0.0,1
137,1,0,0,1,0,2,0,0,0,12,0,1,0,0,"[('yellow',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",0.0,1
138,1,0,0,0,0,0,0,1,0,15,1,2,0,0,"[('got',), ('new',)]",[],[],4,"{('NN', 'CC'), ('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",0.0,1
139,1,2,0,4,1,1,0,0,0,22,0,2,0,0,"[('fact',), ('red',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN')}",-0.6467,1
140,1,0,2,0,4,5,0,0,0,19,0,1,0,0,"[('kill',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.7059,0
141,1,0,2,1,0,2,0,0,0,19,0,4,1,0,"[('rape',), ('will',), ('man',), ('not',)]","[('will', 'not')]",[],7,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",-0.8962,1
142,1,0,0,0,0,2,0,0,0,8,0,1,0,0,"[('yellow',)]",[],[],1,"{('JJ', 'NN')}",0.0,1
143,1,0,1,1,1,1,0,0,0,20,0,4,0,0,"[('go',), ('folk',), ('color',), ('happi',)]",[],[],4,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB')}",0.5719,0
144,1,0,0,1,1,1,0,1,0,11,0,1,0,0,"[('nicca',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.6597,1
145,1,0,0,1,2,2,0,0,0,17,0,1,0,0,"[('best',)]",[],[],4,"{('NNS', 'VBP'), ('NN', 'CC'), ('IN', 'DT'), ('NN', 'NN')}",0.6369,1
146,1,0,0,1,0,7,0,0,0,24,0,4,0,0,"[('ghetto',), ('found',), ('kid',), ('thank',)]",[],[],5,"{('NN', 'IN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.4404,0
147,1,0,3,5,0,2,0,0,0,12,0,1,0,0,"[('friend',)]",[],[],3,"{('NNS', 'VBP'), ('NN', 'CC'), ('DT', 'NN')}",-0.2824,1
148,0,4,1,4,1,2,0,4,0,18,0,6,0,0,"[('yes',), ('illeg',), ('fuck',), ('send',), ('wetback',), ('home',)]",[],[],4,"{('NNS', 'VBP'), ('DT', 'JJ'), ('PRP', 'VBP'), ('JJ', 'NNS')}",-0.7627,0
149,1,0,0,1,0,0,0,0,0,7,0,0,0,0,[],[],[],2,"{('NNS', 'VBP'), ('NN', 'NN')}",0.0,0
150,1,0,1,2,0,1,0,0,0,11,0,1,0,0,"[('trash',)]",[],[],2,"{('NN', 'IN'), ('NN', 'NN')}",-0.4404,0
151,1,0,0,0,0,1,0,0,0,9,0,1,0,0,"[('trash',)]",[],[],2,"{('IN', 'NN'), ('NN', 'NN')}",0.0,1
152,0,0,0,2,1,3,0,11,0,23,0,5,0,0,"[('hell',), ('like',), ('ya',), ('man',), ('color',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",0.0516,0
153,1,0,0,2,0,1,0,1,0,21,0,3,0,0,"[('chines',), ('islam',), ('state',)]",[],[],5,"{('DT', 'NN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",-0.34,0
154,0,0,0,1,1,0,0,0,0,6,1,1,0,0,"[('bitch',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.5859,1
155,1,0,0,1,1,1,0,0,0,4,0,1,0,0,"[('trash',)]",[],[],0,set(),0.0,1
156,0,0,0,9,1,0,0,0,0,15,0,5,0,0,"[('dick',), ('need',), ('like',), ('be',), ('hoe',)]",[],[],2,"{('PRP', 'VBP'), ('DT', 'NN')}",-0.5719,0
157,1,0,0,0,0,1,0,0,0,5,0,1,0,0,"[('trash',)]",[],[],1,"{('NN', 'NN')}",0.0,0
158,1,3,0,0,0,2,0,1,0,6,0,1,0,0,"[('yes',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.5538,0
159,1,0,0,2,0,1,0,0,0,9,0,1,0,0,"[('true',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",0.1027,0
160,1,0,4,1,0,2,0,1,0,18,0,1,0,0,"[('color',)]",[],[],4,"{('DT', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('JJ', 'NNS')}",0.0,1
161,1,0,0,3,0,0,0,0,0,9,0,1,0,0,"[('make',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.0,1
162,1,0,0,1,0,2,0,1,0,13,0,2,0,0,"[('yellow',), ('rt',)]",[],[],3,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",0.0,1
163,1,0,0,0,0,0,0,0,0,11,1,5,0,0,"[('lol',), ('need',), ('true',), ('order',), ('one',)]",[],[],2,"{('NNS', 'VBP'), ('JJ', 'NN')}",0.6808,1
164,1,1,1,0,0,1,0,0,0,9,1,2,0,0,"[('got',), ('uncl',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.0,0
165,1,0,0,1,1,0,0,0,0,13,0,2,0,0,"[('trash',), ('twitter',)]",[],[],2,"{('NNS', 'VBP'), ('JJ', 'NNS')}",0.0,0
166,1,0,0,0,0,2,0,0,0,9,0,2,0,0,"[('leav',), ('trash',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",-0.0516,0
167,1,0,0,1,0,0,0,1,0,13,0,2,0,0,"[('trash',), ('lot',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'IN'), ('DT', 'NN')}",0.0,0
168,1,0,1,0,0,2,0,0,0,24,0,2,0,0,"[('guy',), ('take',)]",[],[],5,"{('NNS', 'VBP'), ('PRP', 'VBP'), ('JJ', 'NN'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,1
169,1,0,1,8,1,0,0,0,0,16,0,2,0,0,"[('dyke',), ('like',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.2023,1
170,1,0,1,0,0,3,0,1,0,17,0,3,0,0,"[('got',), ('fight',), ('not',)]",[],[],5,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN')}",-0.3818,1
171,1,0,0,4,0,2,0,2,0,23,0,5,0,0,"[('thought',), ('half',), ('play',), ('feel',), ('away',)]",[],[],5,"{('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ'), ('DT', 'NN')}",0.34,1
172,0,0,0,1,3,0,0,0,0,15,0,3,0,0,"[('gay',), ('retard',), ('dude',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",-0.5719,0
173,1,0,0,1,0,2,0,0,0,16,1,3,0,0,"[('lmao',), ('yellow',), ('open',)]",[],[],3,"{('NN', 'CC'), ('JJ', 'NN'), ('PRP', 'VBP')}",0.5994,0
174,0,0,0,1,1,0,0,1,0,19,0,5,0,0,"[('place',), ('like',), ('be',), ('got',), ('queer',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.3612,1
175,1,3,0,1,1,4,0,2,0,20,0,1,0,0,"[('yellow',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
176,0,0,0,0,3,0,0,0,0,18,0,3,0,0,"[('thing',), ('faggot',), ('twitter',)]",[],[],9,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('DT', 'JJ'), ('NN', 'NN')}",-0.7964,0
177,0,0,1,0,2,3,0,1,0,20,0,4,0,0,"[('-pron-',), ('dyke',), ('be',), ('rt',)]",[],[],4,"{('NNS', 'VBP'), ('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
178,0,0,0,0,3,1,0,0,0,22,1,6,1,0,"[('lol',), ('trash',), ('ass',), ('game',), ('nigga',), ('hate',)]","[('ass', 'nigga')]",[],9,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",-0.6249,1
179,1,0,0,1,1,1,0,1,0,10,0,4,0,0,"[('-pron-',), ('pretti',), ('trash',), ('good',)]",[],[],4,"{('NNS', 'VBP'), ('IN', 'DT'), ('JJ', 'NN'), ('JJ', 'NNS')}",0.7269,0
180,1,0,0,2,0,3,0,1,0,21,0,2,0,0,"[('ill',), ('not',)]",[],[],5,"{('NN', 'CC'), ('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.5719,1
181,1,0,0,0,0,0,0,0,0,4,0,2,0,0,"[('trash',), ('tweet',)]",[],[],1,"{('NNS', 'VBP')}",0.0,0
182,1,0,0,0,0,1,0,0,0,8,0,3,0,0,"[('sick',), ('leav',), ('trash',)]",[],[],1,"{('JJ', 'NN')}",-0.5423,0
183,1,0,0,1,1,0,0,0,0,7,0,2,0,0,"[('dumb',), ('beaner',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",-0.5106,0
184,1,0,0,0,0,1,0,2,0,25,1,4,0,0,"[('let',), ('girl',), ('lol',), ('not',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'CC'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.3818,0
185,1,0,0,3,0,3,0,2,0,23,2,6,0,0,"[('free',), ('goe',), ('life',), ('guess',), ('drug',), ('lmao',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.8591,0
186,1,0,0,5,1,2,0,1,0,16,0,6,0,0,"[('trash',), ('throw',), ('be',), ('school',), ('feel',), ('away',)]",[],[],3,"{('NN', 'IN'), ('IN', 'NN'), ('NN', 'NN')}",0.0,1
187,1,0,0,0,0,0,0,0,0,4,0,0,0,0,[],[],[],0,set(),0.0,1
188,0,0,0,1,5,1,0,0,0,18,0,5,0,0,"[('trash',), ('work',), ('fuck',), ('shut',), ('nigga',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.5423,1
189,0,0,0,2,4,1,0,1,0,15,0,5,0,0,"[('not',), ('got',), ('damn',), ('hoe',), ('nigga',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",-0.5556,0
190,1,0,0,2,0,2,0,1,0,17,0,2,0,0,"[('redneck',), ('red',)]",[],[],4,"{('IN', 'DT'), ('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0772,0
191,1,0,0,1,1,1,0,0,0,11,0,0,0,0,[],[],[],2,"{('NN', 'NN'), ('DT', 'NN')}",0.0,1
192,1,0,0,0,0,1,0,0,0,11,0,2,0,0,"[('go',), ('make',)]",[],[],3,"{('DT', 'NN'), ('NN', 'NN'), ('JJ', 'NNS')}",0.0,0
193,1,0,0,0,0,1,0,3,0,8,0,1,0,0,"[('trash',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('JJ', 'NNS')}",0.5719,0
194,1,0,0,4,0,0,0,0,0,9,0,1,0,0,"[('trash',)]",[],[],1,"{('DT', 'NN')}",0.0,1
195,1,0,0,0,1,5,0,0,0,14,0,4,0,0,"[('find',), ('year',), ('ill',), ('date',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0516,1
196,1,1,0,1,0,2,0,4,0,18,0,3,0,0,"[('red',), ('play',), ('watch',)]",[],[],4,"{('IN', 'DT'), ('PRP', 'VBP'), ('JJ', 'NN'), ('DT', 'NN')}",0.4003,0
197,1,1,0,1,0,4,0,0,0,19,0,2,0,0,"[('need',), ('away',)]",[],[],5,"{('DT', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('NN', 'NN'), ('NNS', 'IN')}",0.4199,1
198,1,0,0,4,0,0,0,0,0,9,0,3,1,0,"[('got',), ('trash',), ('to',)]","[('got', 'to')]",[],2,"{('NNS', 'VBP'), ('NN', 'NN')}",0.0,0
199,1,0,0,1,0,0,0,0,0,9,0,0,0,0,[],[],[],1,"{('NN', 'NN')}",0.5267,0
200,0,0,0,0,3,0,0,0,0,8,0,3,0,2,"[('bitch',), ('shoot',), ('nigga',)]",[],"[('shoot', 'nigga', 'shorti'), ('nigga', 'shorti', 'bitch')]",4,"{('NN', 'IN'), ('IN', 'NN'), ('NN', 'NN'), ('NN', 'CC')}",-0.7351,1
201,1,0,0,0,0,1,0,1,0,14,0,4,0,0,"[('go',), ('trash',), ('not',), ('wait',)]",[],[],4,"{('NNS', 'VBP'), ('NN', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",0.0,0
202,1,0,0,0,0,1,0,2,0,14,1,5,0,0,"[('wait',), ('look',), ('not',), ('lmao',), ('chang',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN')}",0.5994,0
203,1,0,0,2,0,1,0,0,0,22,1,8,0,0,"[('thing',), ('lol',), ('year',), ('new',), ('happi',), ('check',), ('got',), ('yo',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.5719,1
204,0,0,0,0,1,0,0,0,0,6,0,1,0,0,"[('retard',)]",[],[],0,set(),-0.5719,1
205,0,0,0,0,0,1,0,1,0,23,0,6,1,0,"[('ask',), ('walk',), ('be',), ('not',), ('wit',), ('rt',)]","[('be', 'not')]",[],4,"{('NN', 'NN'), ('JJ', 'NN'), ('TO', 'VB'), ('PRP', 'VBP')}",-0.3309,0
206,1,0,1,1,3,5,0,0,0,15,0,1,0,0,"[('good',)]",[],[],6,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.6962,0
207,0,0,0,0,6,0,0,1,0,17,0,8,0,0,"[('let',), ('face',), ('find',), ('bitch',), ('shit',), ('yo',), ('rt',), ('nigga',)]",[],[],3,"{('IN', 'NN'), ('NN', 'NN'), ('PRP', 'VBP')}",-0.9001,0
208,1,0,0,0,1,2,0,3,0,26,0,6,0,0,"[('fight',), ('car',), ('want',), ('stop',), ('yellow',), ('hate',)]",[],[],8,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.7684,1
209,1,0,0,1,0,2,0,1,0,13,0,0,0,0,[],[],[],1,"{('NNS', 'VBP')}",0.6249,1
210,0,0,0,0,1,0,0,0,0,21,1,5,0,0,"[('nig',), ('lol',), ('day',), ('be',), ('play',)]",[],[],7,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",0.6369,0
211,1,1,0,3,0,3,0,1,0,14,0,3,0,0,"[('hit',), ('know',), ('not',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN'), ('IN', 'NN')}",0.5093,0
212,1,0,0,1,0,4,0,0,0,22,0,1,0,0,"[('show',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.5859,0
213,1,0,0,1,0,3,0,0,0,19,0,5,0,0,"[('trash',), ('talk',), ('need',), ('sick',), ('control',)]",[],[],7,"{('NNS', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN'), ('DT', 'NN')}",-0.5859,1
214,1,0,0,1,0,4,0,0,0,13,0,2,0,0,"[('color',), ('eye',)]",[],[],4,"{('DT', 'NN'), ('NN', 'IN'), ('NN', 'NN'), ('JJ', 'NNS')}",0.0,0
215,1,0,0,0,0,0,0,0,0,10,0,1,0,0,"[('trash',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN'), ('IN', 'NN')}",0.4588,1
216,1,0,0,4,1,4,0,1,0,19,0,5,0,1,"[('bunch',), ('da',), ('like',), ('tweet',), ('color',)]",[],"[('like', 'da', 'color')]",6,"{('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.3612,0
217,0,0,0,1,3,3,0,0,0,21,0,4,0,0,"[('need',), ('nigger',), ('thank',), ('kill',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN'), ('DT', 'NN')}",-0.1027,0
218,1,0,0,0,1,4,0,0,0,22,0,4,0,0,"[('year',), ('fact',), ('trash',), ('not',)]",[],[],7,"{('NNS', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.25,1
219,0,0,0,3,1,0,0,1,0,15,0,4,0,0,"[('fact',), ('like',), ('hate',), ('bitch',)]",[],[],4,"{('DT', 'NN'), ('NN', 'IN'), ('NN', 'NN'), ('JJ', 'NNS')}",-0.7845,1
220,0,1,0,0,8,2,0,0,0,14,0,8,3,2,"[('fuck',), ('ass',), ('be',), ('not',), ('bitch',), ('got',), ('hoe',), ('nigga',)]","[('ass', 'nigga'), ('bitch', 'ass'), ('be', 'not')]","[('hoe', 'be', 'not'), ('bitch', 'ass', 'nigga')]",3,"{('NNS', 'VBP'), ('JJ', 'NN'), ('NN', 'NN')}",-0.8808,1
221,0,0,0,1,4,0,0,0,0,13,0,2,0,0,"[('nigger',), ('friend',)]",[],[],4,"{('DT', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('PRP', 'VBP')}",0.296,1
222,1,0,0,0,0,2,0,0,0,10,0,2,0,0,"[('friend',), ('suck',)]",[],[],2,"{('JJ', 'NN'), ('DT', 'NN')}",0.1779,1
223,1,0,0,1,1,3,0,0,0,21,1,1,0,0,"[('chang',)]",[],[],4,"{('NNS', 'VBP'), ('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",-0.1027,0
224,1,2,0,1,1,2,0,0,0,26,0,4,0,0,"[('wanna',), ('bitch',), ('smh',), ('bad',)]",[],[],7,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.7835,1
225,1,0,0,0,0,1,0,1,0,15,0,6,0,0,"[('trash',), ('caus',), ('wanna',), ('be',), ('not',), ('boy',)]",[],[],3,"{('NNS', 'VBP'), ('TO', 'VB'), ('NN', 'NN')}",-0.4019,0
226,0,0,0,0,2,2,0,0,0,4,0,2,0,0,"[('respect',), ('faggot',)]",[],[],1,"{('NN', 'NN')}",0.0,0
227,1,0,0,3,1,1,0,0,0,16,0,1,0,0,"[('system',)]",[],[],7,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
228,1,0,1,0,0,3,0,0,0,15,0,2,0,0,"[('ill',), ('uncl',)]",[],[],5,"{('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",-0.4215,1
229,0,0,0,0,2,2,0,0,0,24,1,4,0,0,"[('ill',), ('lmao',), ('not',), ('cunt',)]",[],[],4,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN'), ('JJ', 'NNS')}",-0.711,0
230,1,0,0,0,0,4,0,1,0,17,0,3,0,0,"[('big',), ('better',), ('power',)]",[],[],4,"{('NN', 'IN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7351,0
231,0,0,1,3,1,0,0,0,0,19,0,2,0,0,"[('left',), ('want',)]",[],[],4,"{('NN', 'CC'), ('NN', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",0.0772,0
232,1,0,1,0,1,1,0,1,0,23,1,9,0,0,"[('lol',), ('number',), ('world',), ('car',), ('ask',), ('guy',), ('ghetto',), ('differ',), ('tri',)]",[],[],5,"{('PRP', 'VBP'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ'), ('NN', 'NN')}",0.4767,1
233,0,0,1,0,4,1,0,0,0,17,0,5,0,0,"[('-pron-',), ('ok',), ('want',), ('think',), ('faggot',)]",[],[],1,"{('TO', 'VB')}",-0.1027,0
234,1,0,0,2,0,4,0,0,0,17,0,1,0,0,"[('color',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",0.0,1
235,1,0,0,0,0,2,0,1,0,6,0,0,0,0,[],[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",0.0,1
236,1,0,0,0,0,2,0,2,0,15,0,3,0,0,"[('music',), ('feel',), ('trash',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN'), ('IN', 'NN')}",-0.0772,0
237,1,0,0,5,1,1,0,1,0,23,0,3,0,0,"[('new',), ('life',), ('guess',)]",[],[],6,"{('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",0.4404,1
238,1,0,0,1,1,1,0,8,0,15,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
239,1,0,0,1,1,1,0,8,0,15,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
240,1,0,0,1,1,2,0,8,0,15,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
241,1,0,0,1,1,1,0,8,0,15,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
242,1,0,0,1,2,1,0,8,0,15,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
243,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
244,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
245,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
246,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
247,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
248,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
249,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
250,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
251,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
252,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
253,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
254,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
255,1,0,0,1,1,1,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
256,1,0,0,1,1,2,0,8,0,14,0,2,0,0,"[('asian',), ('best',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
257,1,2,0,1,2,0,0,5,0,11,0,2,0,0,"[('class',), ('open',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.8436,0
258,1,2,0,1,2,0,0,5,0,11,0,2,0,0,"[('class',), ('open',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.8436,0
